CSC,PJW,Preiss,UnsignedCSC
99,33494,7464,21749
118,33445,7479,21730
5468,30694,19899,5468
100,1194,3211,21697
116,14941,34286,31322
3397,22855,13897,3397
32072,23377,5695,32072
101,24954,14455,8129
115,24872,14441,8115
116,17654,11427,20569
104,18346,27543,8165
118,10536,22038,13697
36,24248,1032,36
99,24521,6866,28891
118,24472,6881,28872
104,4434,27029,6388
99,7436,13051,27961
101,30530,21167,12731
23763,25478,7511,23763
115,12572,11110,34102
116,22940,16228,17545
25924,25941,34389,25924
101,21635,32033,16626
111,17888,13039,5530
111,22085,3563,11380
101,20078,32832,30228
15684,27477,9813,15684
118,6606,2289,15678
32825,28035,1943,32825
118,13182,20510,18484
122,3736,23066,23811
34783,3917,15775,34783
5442,30716,19841,5442
25910,28502,7647,25910
102,9991,4023,25676
5450,30724,19849,5450
17733,30535,9723,17733
98,21749,25061,24204
370,4093,16607,370
20805,31303,5627,20805
20791,31317,5613,20791
98,34037,8573,30387
116,17994,4579,32002
102,5460,3713,23028
109,26820,1227,10173
5663,30729,20030,5663
7107,4158,28048,7107
7122,4173,28063,7122
128,10922,20918,17139
116,31657,19263,3033
5509,32597,22283,5509
101,18950,27305,9066
115,18868,27319,9052
116,26077,15133,32909
104,26769,31249,10484
116,31268,17054,15561
118,18868,5276,27817
6320,32986,25686,6320
116,4925,4744,30047
6136,4419,24037,6136
6020,4447,24081,6020
10630,1594,18097,10630
10615,1609,18082,10615
6323,4574,24672,6323
116,31472,22641,1726
6692,4751,25425,6692
5599,30761,20158,5599
32831,28041,1949,32831
10193,5452,5521,10193
16490,17706,21671,16490
16261,17727,21474,16261
10488,5571,6104,10488
118,22786,14514,34781
5727,30825,20414,5727
9155,5694,17795,9155
9169,5708,17809,9169
14398,21785,1414,14398
9170,5709,17810,9170
10442,22733,20127,10442
32746,28052,2056,32746
9100,31462,254,9100
10932,10489,24827,10932
98,14474,4456,32862
12555,15901,16371,12555
16605,16927,32677,16605
32946,28092,2192,32946
105,6666,26855,20677
4944,19180,19944,4944
98,14214,3507,15504
9517,31639,1087,9517
32947,28093,2193,32947
9485,31655,1023,9485
9000,25338,16016,9000
118,7211,28913,20592
9439,31657,1201,9439
107,14164,1131,33448
117,725,34310,27725
116,15902,22816,20035
116,12458,25791,33778
122,746,34113,27706
111,14560,27160,29048
116,20047,27639,17388
102,822,33749,27518
101,17439,23748,26732
115,17325,23762,26722
116,1389,15926,34272
116,17326,23763,26723
104,2593,32042,11103
122,17414,1904,25763
116,13839,33630,32806
102,16801,33132,33076
101,29300,34075,17360
115,29186,34089,17338
116,29187,34090,17337
104,16615,27103,10388
111,16638,27160,10363
116,26835,27639,18227
102,22885,26593,11158
115,29602,34729,17530
116,22451,2259,9224
102,14283,1634,33709
122,19992,3913,11174
116,27261,4787,23823
122,2469,17818,33511
116,17215,10667,22790
122,19250,10346,4136
116,13854,7028,19285
23467,19021,7193,23467
102,14795,9826,5024
122,34097,3913,20822
6062,26548,3990,6062
122,2247,22013,8578
5415,26875,2703,5415
116,16855,18414,13663
23805,19215,8139,23805
33588,28923,28329,33588
107,2810,7941,22104
27170,29533,19575,27170
111,7001,26597,6780
122,23253,12972,13086
116,12145,11363,7672
117,4544,9982,31310
117,33857,24493,31657
111,20087,13679,1687
27150,29553,19555,27150
27086,29649,19171,27086
100,8003,6681,28492
122,2895,5847,3072
116,13729,20632,14675
23979,19277,8217,23979
100,11919,27165,28655
109,116,30789,8677
122,21654,3913,28213
122,27315,13963,21383
109,21260,3532,26220
117,15745,2862,24007
116,27804,6303,10251
100,23719,9465,6718
116,16040,29965,5979
122,7737,25186,8359
110,33769,32336,9833
9575,31729,1465,9575
10208,9129,18727,10208
100,26357,29540,16783
118,26371,29554,16765
128,26377,29560,16755
102,797,24784,25715
101,7189,5865,14611
116,7236,5880,14602
104,13177,27103,6780
111,13200,27160,6741
27819,20173,24089,27819
115,16125,30713,29406
100,21390,8515,15136
101,24697,8306,26646
116,24616,8291,26633
104,15587,4773,7650
32954,28100,2200,32954
9773,31767,1599,9773
13226,19181,14579,13226
118,13186,16394,24676
98,14006,32510,28664
128,32554,3007,14307
12459,31790,26041,12459
99,9542,31487,16279
128,9675,32084,16538
13477,21149,31830,13477
4184,32222,19822,4184
34474,28061,11898,34474
105,31818,553,19943
116,15335,4744,31404
9117,32835,4838,9117
13294,32568,17088,13294
30976,14993,34183,30976
7575,33597,14048,7575
33069,28151,2443,33069
100,22675,13278,5624
13253,15874,8900,13253
99,29853,2256,23895
118,29804,2271,23876
104,20088,25612,15610
13598,32648,17456,13598
33141,644,24502,33141
98,31099,30924,18754
17303,48,2771,17303
13606,32656,17464,13606
17559,176,3283,17559
13614,32664,17472,13614
110,28968,29529,193
116,33360,1767,11664
33076,28158,2450,33076
32077,9618,18539,32077
101,5116,7731,34025
122,14447,7836,2178
108,34621,31683,18187
116,19257,28854,27821
13549,32695,17599,13549
118,6261,18243,14785
21693,1318,19993,21693
100,28010,11753,31093
116,17712,10033,32777
13662,32744,17840,13662
2420,25234,18929,2420
118,5547,22294,22178
2145,25333,18366,2145
13670,32752,17848,13670
19607,1712,27859,19607
13678,32760,17856,13678
19852,1829,28360,19852
13791,32809,18097,13791
23410,2619,8833,23410
23414,2623,8837,23414
11335,7254,18358,11335
23415,2624,8838,23415
7379,8202,2242,7379
107,13538,3748,20338
117,13672,4010,20456
116,32235,9668,19396
18302,33240,2275,18302
117,16488,11916,2957
117,7586,27983,22061
28501,9506,6385,28501
22338,13013,687,22338
116,13716,2418,34434
117,21595,4046,28991
16694,15409,30109,16694
99,22413,8879,18270
118,22364,8894,18251
104,32027,24835,15798
28692,9665,7024,28692
16456,15439,29903,16456
28821,9730,7281,28821
12407,16464,13598,12407
12392,16479,13583,12392
98,5587,3039,20491
122,29357,19373,30494
28803,9760,7231,28803
99,12160,24951,28471
118,12111,24966,28452
13090,16965,16777,13090
29077,9858,7793,29077
4215,18512,15659,4215
4201,18526,15645,4201
4200,18527,15644,4200
98,3526,10451,4003
32445,10490,22457,32445
99,24895,11908,443
104,2081,15385,28998
911,28639,17531,911
32446,10491,22458,32446
99,25151,24196,34248
117,25101,24210,34230
104,6177,750,26937
116,12551,23673,25161
943,28655,17339,943
18431,33305,2532,18431
107,4922,30995,18316
122,3553,5462,20923
32579,10560,22719,32579
18440,33314,2541,18440
32803,10704,23423,32803
1864,11554,4324,1864
4306,10819,28701,4306
4292,10833,28687,4292
118,18934,30372,31932
4291,10834,28686,4291
117,22680,16421,25346
101,10257,32465,30428
104,26083,32666,27779
116,2218,14241,2232
100,23787,2955,30803
101,19851,22999,1570
116,19802,23014,1561
2071,11729,4979,2071
99,28618,3807,1812
104,26820,25024,20019
32432,13634,21467,32432
105,14279,24011,30452
101,21047,4685,26234
104,24578,27543,1941
116,7246,12395,12985
117,18315,9380,16013
101,7345,7448,9445
104,14320,31249,6740
116,2036,16394,22256
14692,34827,31582,14692
122,23562,3615,22623
3720,13058,28772,3720
14557,69,31319,14557
115,620,20753,28863
122,20708,3441,17924
4080,13274,29484,4080
122,16312,22472,11709
3031,3531,20574,3031
118,17405,31424,22478
111,12521,25743,6334
101,16652,19190,7555
116,16763,19175,7532
128,17427,31622,22436
116,23745,18141,17950
122,22326,23066,33999
4252,13334,29816,4252
104,18219,28225,17997
4214,13344,29746,4214
116,4324,28231,17797
122,25328,21087,9647
99,24110,19199,30702
118,24061,19214,30683
104,24350,23422,1093
33700,4651,3806,33700
107,28278,16604,23307
4360,13378,30052,4360
28921,5174,19072,28921
28907,5188,19058,28907
118,33101,19706,10490
28906,5189,19057,28906
98,33921,993,14478
18641,33483,3190,18641
29945,5430,23168,29945
29931,5444,23154,29931
118,2368,1365,12551
98,3188,17481,16539
122,33766,17956,8988
4342,13408,30002,4342
18943,33561,3556,18943
14119,14641,18582,14119
14134,14656,18597,14134
25739,26569,4588,25739
16270,33768,10483,16270
33149,17968,9276,33149
16273,33771,10486,16273
16747,9500,22034,16747
98,33479,8762,20927
33053,18016,9340,33053
3215,1759,6575,3215
15230,34008,6371,15230
33765,514,11646,33765
15238,34016,6379,15238
125,21936,25252,125
15246,34024,6387,15246
17380,4611,15767,17380
118,23741,7933,31128
381,22064,25764,381
2730,4211,33896,2730
99,17390,18847,12341
117,17340,18833,12323
116,21265,12059,28141
118,17341,18832,12322
23496,6674,28326,23496
118,21984,10514,9625
23374,6732,28076,23374
118,22848,29343,13401
33130,28244,2824,33130
118,15785,4013,13296
116,4725,18347,5681
100,14670,15572,666
5251,22710,10909,5251
115,29895,3960,29236
116,3321,26719,17929
15405,34071,6706,15405
15373,34087,6642,15373
8241,24004,23307,8241
9329,1060,32789,9329
15646,34184,7203,15646
25719,10751,17006,25719
122,23815,18137,30219
116,6966,3285,5744
98,18506,1071,12135
13181,24624,8330,13181
105,7182,1982,23444
15648,34186,7205,15648
27763,11267,8810,27763
118,25878,15334,12269
98,26698,34047,16257
15583,34217,7332,15583
11100,25151,16457,11100
15585,34219,7334,15585
11037,25184,16586,11037
15550,34232,7267,15550
118,6008,12125,773
19237,23162,32907,19237
116,34514,29577,712
10109,25392,12426,10109
10115,25398,12432,10115
10383,25618,13244,10383
15711,34281,7588,15711
15119,26194,32956,15119
116,32735,27874,11224
122,26726,23066,13524
32908,1271,7346,32908
98,6062,10073,25730
104,15048,22703,18542
116,19422,28221,18367
15682,34300,7527,15682
15494,7664,15467,15494
116,25607,9574,13027
118,2995,23434,21886
18434,8500,11111,18434
101,3410,31359,6189
104,3649,7801,34514
118,16243,23282,32293
33146,28260,2840,33146
3165,9767,27794,3165
15913,34323,7726,15913
25823,12786,13716,25823
20239,26962,2223,20239
8399,13544,23849,8399
8384,13559,23834,8384
98,28525,20435,9431
3928,17346,10877,3928
101,5125,7610,19083
116,31245,31495,12480
104,31089,12846,12
117,23282,15683,29833
109,32849,11595,8181
122,30226,17403,7276
116,28524,16228,22237
115,5427,6956,18773
116,2096,2861,2208
118,18527,8306,8751
15816,34370,7789,15816
29890,23528,19961,29890
18493,27600,11005,18493
20348,34774,26849,20348
99,30070,30138,2578
117,30020,30124,2560
116,15171,12088,32
104,15223,28204,4492
116,2586,24711,14287
24201,34064,11830,24201
24155,34066,11752,24155
22403,22721,6086,22403
109,23570,18307,20035
122,34118,5462,14084
116,15815,24009,19890
22388,22736,6071,22388
98,1212,27292,14080
116,6348,15863,18974
122,9644,23066,1175
116,13155,7028,19862
111,16265,4835,23191
116,27691,27639,20427
24379,34082,11944,24379
15235,22977,28627,15235
15221,22991,28613,15221
118,4488,23214,30494
15220,22992,28612,15220
117,1859,13156,4096
116,32565,22386,26767
98,5308,7098,34482
116,2706,22806,11559
107,8113,28559,11580
122,4253,24954,7098
102,16071,8259,9890
101,16139,22296,15583
116,16154,22311,15568
104,26879,6309,8658
111,26870,6252,8681
116,24835,27639,10578
24330,34129,12087,24330
99,16233,22362,16862
117,16183,22348,16844
104,2805,3433,8803
16724,23744,19332,16724
11258,23946,12490,11258
118,19640,1511,18058
24484,34171,12145,24484
99,26985,28597,31146
104,692,22341,13114
11924,24416,15620,11924
20359,34785,26860,20359
117,8298,2592,23780
116,15909,32686,17321
109,33298,12349,6817
122,32314,3913,19214
24617,34240,12406,24617
116,26277,29648,30853
128,9601,30327,14022
24570,34241,12583,24570
117,10026,10814,18801
117,8681,28850,32163
115,8647,28976,32361
115,23053,23700,2700
116,6705,5276,13154
102,3395,13948,30115
128,10209,10231,19078
104,10201,10319,19070
115,24452,3960,2478
116,20720,26719,32398
116,34641,30994,26044
104,10121,9999,19230
9044,25536,22417,9044
111,14435,16274,7952
116,25063,4861,7990
9154,25570,22367,9154
100,11597,32280,22434
8846,25702,21771,8846
24586,34257,12599,24586
99,14172,14950,374
117,14122,14936,356
104,4658,25024,3622
8532,25792,21393,8532
122,11441,3441,5246
102,8614,30338,13547
101,1314,26589,15302
116,1329,26604,15279
104,15327,4892,302
24763,34274,12712,24763
2932,26064,14289,2932
24766,34277,12715,24766
99,19292,27420,10549
102,19227,27165,10674
109,25027,30789,31509
122,32360,3913,13017
116,16564,27191,15941
104,16920,28011,15761
102,19894,28393,15567
2772,26112,13969,2772
100,21453,28904,19028
101,17336,20367,4742
104,945,30300,18203
24678,34333,12787,24678
102,5143,15518,28543
99,33628,11140,24924
104,2493,25061,22984
122,24564,12622,20269
5588,27008,9361,5588
24681,34336,12790,24681
99,34396,7044,21852
116,14729,27286,24707
118,34347,7029,21833
115,14392,7880,29538
117,24136,14037,13849
5678,27062,9291,5678
24891,34338,12968,24891
33680,27073,32749,33680
109,23154,30403,786
122,23868,5462,19325
116,18106,24009,16562
33666,27087,32735,33666
33665,27088,32734,33665
111,28683,25743,31227
101,3260,12805,9583
128,1076,27597,1220
104,17458,23627,4817
98,1186,27103,1506
116,6412,31159,1197
102,12435,5335,15915
116,28488,27208,13567
116,34376,17979,19199
122,20538,21649,316
116,32277,7028,11333
122,21845,14571,7748
24827,34370,13096,24827
891,27593,24549,891
122,17595,33820,3859
128,8404,6915,1566
116,25338,20632,21397
885,27599,24543,885
884,27600,24542,884
115,8511,6600,1611
111,30122,4835,26944
109,19998,30300,10582
128,9556,24848,5918
24847,34390,13116,24847
20371,34797,26872,20371
30608,28353,20461,30608
30594,28367,20447,30594
115,20799,23088,26135
98,21666,6909,30152
116,4298,14514,33153
24955,34434,13352,24955
31632,28609,8173,31632
31618,28623,8159,31618
98,25762,21544,32213
28278,3989,9675,28278
99,13838,30340,30701
118,13789,30325,30682
28258,4009,9655,28258
28330,244,28023,28330
117,14044,18038,3022
117,3311,24959,14841
128,14227,17455,3299
116,18379,10771,17417
28442,292,28263,28442
122,25923,19585,32337
116,28348,4744,4228
24450,4793,28932,24450
28449,299,28270,28449
24424,4899,28618,24424
28452,302,28273,28452
117,28892,4079,19367
117,31905,12781,15446
102,26527,25261,6038
116,10658,21067,11828
104,32004,28960,19881
105,200,29153,19538
128,29075,3496,19644
116,23106,3285,32886
24264,4947,28298,24264
28458,308,28279,28458
99,30478,14346,29625
117,30428,14332,29607
104,21751,34519,34100
116,2547,31159,1547
23944,5043,27914,23944
100,27634,3033,28554
116,11696,10002,30965
20497,30,27126,20497
20499,32,27128,20499
115,4311,29707,6130
98,5178,13528,10147
20606,75,27363,20606
32585,1315,9897,32585
32540,1318,9820,32540
32764,21203,25104,32764
102,24496,2753,27183
116,22809,23101,8919
32266,21445,24094,32266
99,14502,12773,7572
117,14452,12759,7554
116,9886,20256,20524
118,14453,12758,7553
104,9938,1543,24984
122,26092,19373,18414
116,11342,26451,26892
122,2397,10346,15046
32834,1436,10402,32834
99,5785,27980,17708
104,9782,3507,1046
23228,23091,22685,23228
20615,84,27372,20615
24555,23220,27372,24555
24246,23353,26775,24246
116,13752,34371,31863
20616,85,27373,20616
32762,1460,10522,32762
117,11879,24052,13620
116,3547,28913,5662
104,3599,10200,10122
116,17239,10606,31767
25532,23475,15005,25532
102,8560,17095,31711
116,33941,30234,8273
32777,1475,10537,32777
20618,87,27375,20618
32955,1493,10651,32955
19435,23988,6892,19435
19420,24003,6877,19420
98,21484,9218,4569
99,23193,7890,13560
104,9678,594,7626
122,20437,12622,13207
32969,1507,10665,32969
20622,91,27379,20622
33097,1571,10921,33097
128,32017,26726,7597
34468,2798,34148,34468
99,6167,6932,15036
117,6117,6918,15018
116,15842,12532,15569
104,15894,31245,20029
5897,10054,588,5897
8170,10421,27930,8170
116,24592,21,6743
118,12342,14331,12323
128,12348,14325,12313
34787,3021,214,34787
99,28426,6249,30279
104,23748,22362,20199
30454,13622,13094,30454
30244,13752,12404,30244
99,30730,30851,2618
118,30681,30836,2599
174,3029,398,174
23557,13735,1333,23557
23542,13750,1318,23542
98,31581,1732,11981
92,3091,476,92
99,11517,12796,24083
117,11467,12782,24065
118,11468,12781,24064
117,31737,4772,26466
104,31836,23422,30901
128,11650,12199,24342
116,12081,24967,11959
102,10978,11165,12068
122,11812,17339,32818
116,21126,20351,32603
18906,15010,18679,18906
118,15916,14488,16997
20261,15159,23170,20261
101,3541,7677,21768
115,3491,7663,21790
116,15479,28913,28211
104,15691,10200,15527
118,18428,23152,8658
108,31498,907,14588
281,3120,601,281
99,18941,15039,14789
104,11304,27658,12125
116,1203,2949,32328
20054,15206,23027,20054
20164,15240,22977,20164
238,3125,782,238
21501,15279,11578,21501
101,34261,33601,5852
104,19605,6305,28650
118,20348,12673,3807
21495,15285,11572,21495
118,20508,12289,3871
21494,15286,11571,21494
20689,190,27766,20689
22519,15541,15668,22519
118,24604,30630,5932
98,25424,14514,9920
213,3148,725,213
99,26109,29570,14815
104,21505,17259,12957
22230,15654,15091,22230
215,3150,727,215
119,26825,20342,13259
116,33773,943,29067
220,3155,732,220
21985,15771,14590,21985
118,28092,31296,23148
20988,265,28129,20988
9852,4355,24092,9852
21689,443,9968,21689
118,26711,14248,32556
102,9899,3878,32546
9967,4406,24335,9967
128,0,7717,3151
100,27628,2074,15363
101,11649,24377,26778
116,11600,24392,26801
104,6103,2640,16125
10237,4548,24861,10237
99,1390,13216,4836
104,9120,25024,7090
14923,3225,2863,14923
102,31580,14949,6112
101,20480,7933,15080
104,33102,34766,18584
115,20494,7947,15070
116,17264,15354,24017
116,20495,7948,15071
122,20802,10608,775
14393,11764,31180,14393
99,2749,26290,11442
122,29855,19989,26217
111,30599,2628,13753
116,14841,1812,2774
113,31458,8487,7610
104,30864,3581,13986
21247,14194,16395,21247
98,24954,24120,5586
116,20447,28221,31967
18472,12819,12686,18472
99,29026,19749,2714
118,28977,19764,2695
104,33348,8573,14650
18473,12820,12687,18473
30003,31090,15761,30003
102,3443,15124,29158
22266,13589,28224,22266
108,5522,6112,30584
116,33006,10420,13136
13193,8550,31577,13193
102,23452,25688,26691
116,6105,9440,28004
13178,8565,31562,13178
98,18279,13076,30168
22521,13716,28735,22521
117,14805,7507,10365
22522,13717,28736,22522
22537,13732,28751,22537
115,11075,10226,10819
117,7374,20284,2002
122,11514,10809,11102
116,5877,4744,23482
116,17600,7501,12312
122,24230,18929,25916
4436,10859,32529,4436
7052,11107,25449,7052
22554,13829,29056,22554
3962,12405,13143,3962
31752,12596,1112,31752
118,12313,30229,23937
27165,14344,13686,27165
118,1429,14134,29076
25888,893,31781,25888
27336,14403,14017,27336
25894,899,31787,25894
15306,22886,11591,15306
118,3720,2815,31966
98,3852,3507,32210
27656,14499,14401,27656
27662,14505,14407,27662
25898,903,31791,25898
11210,23910,30036,11210
27784,14563,14657,27784
33459,28349,3217,33459
25869,922,31730,25869
33460,28350,3218,33460
100,6051,12307,10705
13232,31590,1546,13232
13218,31604,1532,13218
118,2980,3349,24932
98,3800,19465,28920
115,30311,4500,22015
25837,938,31922,25837
30403,11466,34127,30403
25922,1007,32103,25922
21463,15705,5928,21463
21449,15719,5914,21449
21448,15720,5913,21448
98,28272,17649,9331
25934,1019,32115,25934
28936,16419,564,28936
33466,28356,3224,33466
26157,1034,32306,26157
23588,22887,6226,23588
101,32509,7448,34255
118,2824,16394,6553
33471,28361,3229,33471
3788,17700,24037,3788
3802,17714,24051,3802
11997,4907,19874,11997
8041,5855,3758,8041
26253,1114,32498,26253
110,9965,12142,28341
116,21592,13451,29413
115,20855,17988,11275
100,25904,29330,33603
116,32941,27947,473
116,34243,29509,17419
118,30728,18243,31491
23546,32025,34817,23546
102,29479,13544,5529
116,13371,34138,30358
3425,1761,6753,3425
10665,30337,27993,10665
114,20709,32894,33305
111,33075,4835,21090
116,6880,27639,49
116,5447,3055,25758
1227,32730,23440,1227
109,9360,26973,4917
122,29845,24954,34068
116,3619,24009,3834
25335,34559,4185,25335
1773,2254,12188,1773
1759,2268,12202,1759
119,21210,11521,14993
99,22030,27637,11005
9576,30624,24024,9576
5149,28276,14216,5149
5152,28279,14219,5152
98,22128,19626,30829
122,8851,5108,24406
25656,34656,4570,25656
15215,27086,30035,15215
99,1394,20488,23201
20040,32176,13963,20040
25662,34662,4576,25662
114,24559,1804,2461
116,32218,32935,13962
115,11239,15923,9319
116,5794,21066,16998
120,25837,25354,27568
116,7264,27251,31646
116,30141,29642,26528
20104,32272,14347,20104
20110,32278,14353,20110
25809,34697,4883,25809
24871,32831,33866,24871
25810,34698,4884,25810
125,2803,19521,9028
25816,34704,4890,25816
108,1493,20899,239
116,26965,27741,6102
25309,4724,17912,25309
101,12990,7410,11961
25160,32944,34443,25160
125,27379,25080,29638
116,8000,30492,12965
25824,34712,4898,25824
17328,6593,15192,17328
17314,6607,15206,17314
119,20976,29632,25147
99,21796,10919,21159
122,19081,12622,15554
25416,33072,126,25416
25338,33090,240,25338
19376,7105,23384,19376
119,29168,31485,21025
19361,7120,23399,19361
99,29988,12772,17037
5158,28285,14225,5158
115,10982,1278,9372
116,11468,5806,27391
23443,8657,33757,23443
119,18883,32710,12173
24469,8911,29659,24469
101,7211,32465,20478
104,13090,32666,4395
119,23011,14241,10304
111,25323,19276,4696
116,9869,7326,15760
19349,9679,15310,19349
101,29674,15484,1948
119,470,1459,20609
25791,34727,4833,25791
25744,34728,5010,25744
99,15610,23589,5163
116,28222,24435,30704
108,33270,1416,20712
116,12962,9003,29674
103,4692,30463,8112
101,28630,6897,20219
104,25659,25291,8067
116,8235,30889,14990
29590,10689,21167,29590
106,17087,6429,434
116,17409,8019,18756
113,25742,29412,16667
101,7058,28064,41
116,31830,28495,19990
120,17541,9507,30669
117,24434,20064,10967
125,17724,10090,30386
116,8057,4744,32026
99,17674,10200,30424
108,15700,2,11511
103,26302,24821,7530
116,23860,25971,1278
29301,10802,21744,29301
98,18359,29973,25527
120,18309,29987,25549
116,1940,32783,21241
119,18310,29988,25548
104,1992,16667,16741
22856,33328,7294,22856
102,33270,5067,16852
122,30641,4027,16651
116,26866,12780,33749
115,12705,19141,14007
117,30748,3712,17438
104,3641,5512,15288
111,8016,22619,28958
22862,33334,7300,22862
25747,34731,5013,25747
32776,11407,25021,32776
119,28118,30870,32325
32662,11457,25263,32662
32648,11471,25277,32648
119,29142,12425,28229
99,29962,28541,24241
115,5877,17599,10273
116,27195,10872,15496
22760,33376,7358,22760
5161,28288,14228,5161
101,13559,12765,1977
122,12278,6525,6794
116,31164,30994,6752
119,6501,15537,28696
122,6457,18929,30562
116,8909,24967,2716
29262,33974,16004,29262
29658,21963,2524,29658
101,2891,32512,5177
104,13628,27543,31531
116,20296,23673,16036
119,22741,19051,2207
120,23620,34730,33165
117,17211,26903,21181
125,23803,484,32882
116,31805,4744,4847
29390,34038,16260,29390
7790,26544,5304,7790
101,28318,7044,9440
116,28269,7029,9457
104,2512,8573,530
117,12354,10523,494
8943,26735,17335,8943
101,7556,2911,3878
104,18610,34708,4369
119,29563,26572,1078
25872,34792,5266,25872
2995,27083,24883,2995
2991,27087,24887,2991
114,319,22231,19615
116,1438,4744,32033
2696,27206,25470,2696
116,24908,30994,30389
113,10460,25792,31263
116,31121,16372,11370
102,28001,23428,14033
101,30813,792,23752
26958,34358,23684,26958
25873,34793,5267,25873
26920,34368,23614,26920
25879,34799,5273,25879
1971,28875,10534,1971
29434,29297,23468,29434
119,833,1136,29740
25881,34801,5275,25881
30666,29377,18716,30666
106,2634,23710,37
122,29618,5462,17349
116,18658,24009,14446
99,3221,27481,30027
116,14447,894,8569
122,11467,18929,18694
116,28045,24967,3891
116,9836,29135,22109
116,19232,11522,1110
122,22791,23066,9370
116,1806,7028,2822
102,17582,30593,21191
125,4775,17246,28005
27176,34496,24126,27176
119,6449,31495,31986
101,27585,13663,8279
104,19324,8573,1827
25884,34804,5278,25884
25532,30159,4381,25532
119,14689,33412,9491
99,15509,14699,5503
98,23618,15845,1604
120,23568,15859,1626
27383,30836,13218,27383
101,10494,17099,11168
104,30789,14514,14892
119,25329,6759,33958
27278,34582,24580,27278
27229,34581,24499,27229
120,27408,1614,33370
125,27591,2197,33087
116,26321,1367,23368
25888,34808,5282,25888
114,4389,4079,13640
101,21636,1375,19704
115,21650,1361,19694
104,28627,28767,30471
116,22959,13435,23400
5164,28291,14231,5164
25844,34812,5206,25844
31677,32193,22916,31677
31663,32207,22930,31663
31662,32208,22931,31662
99,13448,17649,27550
26426,21,20592,26426
19379,446,2420,19379
101,32350,4685,32668
104,32195,27543,23472
119,26759,12395,21569
125,27821,28657,17415
116,15543,4744,15327
116,13824,836,6036
26446,41,20612,26446
5165,28292,14232,5165
32861,8,31667,32861
98,23336,881,12965
114,23288,897,12981
116,11882,26720,2312
104,11966,7879,32705
26065,34825,5395,26065
33049,36,31791,33049
106,31280,30403,30971
122,14075,5462,23000
116,18786,24009,14894
33063,50,31805,33063
33064,51,31806,33064
12072,1863,4892,12072
5131,4020,14412,5131
26079,10,5409,26079
122,26702,14567,34738
116,1515,4744,21767
125,1030,16058,24398
26040,19,5338,26040
5118,6580,6324,5118
5104,6594,6338,5104
99,21588,631,13558
32328,419,28286,32328
7354,7064,14392,7354
116,18864,28239,9626
32265,452,28415,32265
98,32513,20196,31176
120,32463,20210,31198
104,19482,25024,23364
6607,7347,15619,6607
26001,28,5523,26001
31011,558,5164,31011
12034,9043,25202,12034
31016,563,5169,31016
7950,10055,6745,7950
31192,707,5793,31192
25975,50,5465,25975
8164,14516,30718,8164
8150,14530,30732,8150
119,8428,13255,10531
30056,915,1457,30056
5170,28297,14237,5170
18255,22343,25086,18255
26175,90,5601,26175
24261,24452,12765,24261
116,17222,28489,28691
119,27800,12724,3520
26129,92,5779,26129
276,1580,21546,276
283,1587,21553,283
116,33946,27251,10918
26149,112,5799,26149
3429,1765,6757,3429
29488,715,20434,29488
102,7744,31982,16222
116,32056,8107,11932
26924,10611,18065,26924
26910,10625,18079,26910
119,15606,10198,18758
115,31901,10341,13993
99,16426,26314,14770
116,6449,22806,19000
101,14802,18803,5945
116,5572,675,31422
102,16851,16743,32583
101,3512,8008,13032
116,3623,8023,13049
104,33821,20924,20748
104,19413,6492,30533
116,4003,2289,2570
3348,11555,19218,3348
125,19948,13058,4908
29496,723,20442,29496
18732,12659,16004,18732
18718,12673,16018,18718
119,13545,17610,417
99,14365,33726,31258
3604,11683,19730,3604
18184,12903,17096,18184
109,25037,16204,4233
122,25070,4045,5445
116,27179,24009,19433
115,24627,19282,19107
117,13751,5312,17746
122,24906,19865,19388
116,15224,4744,11688
125,17039,16950,18036
29500,727,20446,29500
14636,13683,32388,14636
99,30749,2603,4673
3732,11747,19986,3732
29502,729,20448,29502
3653,11764,20099,3653
16670,14209,5765,16670
119,3292,23169,4539
99,4112,4456,551
116,18399,17054,16769
108,4551,11951,2832
3668,11779,20114,3668
125,6610,9645,29614
3669,11780,20115,3669
108,6855,22178,22301
16136,14439,6843,16136
117,16292,11711,12079
122,26792,18295,12103
116,15027,4744,30945
116,26518,24494,22385
16125,14450,6854,16125
16119,14456,6860,16119
29504,731,20450,29504
102,11642,9858,25432
10540,14707,13943,10540
122,27534,21776,27560
10526,14721,13957,10526
119,11484,25022,16905
3849,11800,20231,3849
108,11975,9708,12126
120,11915,9712,12138
99,12304,6309,12917
3860,11811,20242,3860
3782,11829,20356,3782
12588,15219,22135,12588
12578,15229,22145,12578
122,20826,7183,28828
119,19484,26619,12911
12574,15233,22149,12574
119,19676,26875,12783
12573,15234,22150,12573
120,20363,7469,9040
117,34757,977,9750
125,20546,8052,8757
116,8834,27251,10021
99,20496,8162,8795
3802,11849,20376,3802
8358,12357,4919,8358
5472,23667,9379,5472
104,21522,18074,23291
116,8637,19411,23627
5457,23682,9394,5457
29616,779,20690,29616
339,26995,21771,339
116,31577,565,15522
122,8815,18929,19001
116,31859,24967,30701
7444,12579,773,7444
29624,787,20698,29624
26976,29043,19710,26976
119,31886,10991,20422
99,32706,27107,16434
7700,12707,1285,7700
10617,9076,33683,10617
11479,9382,29909,11479
111,22286,20399,13637
101,4391,25893,29681
104,30644,27543,4091
