CSC,PJW,Preiss,UnsignedCSC
116,21149,30829,22557
119,30483,1080,12444
119,26070,12420,30001
122,2226,10346,12690
29758,857,20960,29758
119,5097,9867,9752
116,31131,13648,691
11860,13827,18053,11860
29904,891,21266,29904
29912,899,21274,29912
16912,14495,3316,16912
16916,14499,3320,16916
29913,900,21275,29913
11704,23158,6554,11704
119,7096,4007,19644
29916,903,21278,29916
6600,23910,27018,6600
6586,23924,27032,6586
119,19416,25926,30141
106,19649,3442,30992
122,33314,4045,13814
116,4882,24009,19107
99,20236,7213,26153
116,8055,14120,18250
122,16074,18929,19068
116,22578,24967,31751
17044,14563,3576,17044
5286,28349,14481,5286
102,2428,20114,17739
116,4134,27320,25998
111,1222,2788,19995
116,7372,31793,12055
117,14367,32664,7670
116,25200,771,34792
29884,919,21214,29884
4529,28016,8687,4529
29887,922,21217,29887
5287,28350,14482,5287
14374,14853,10794,14374
105,6104,24974,31309
111,20747,8685,30319
111,20683,8429,30191
29855,938,21409,29855
5291,28354,14486,5291
27842,9929,33179,27842
101,22992,12681,16594
104,23136,30924,15341
119,4406,1386,13625
29966,985,21648,29966
102,32460,13658,29268
116,31937,9800,28304
18516,15875,27256,18516
29968,987,21650,29968
23010,10585,18254,23010
22996,10599,18268,22996
99,16010,3581,28838
18708,15907,27384,18708
29969,988,21651,29969
117,27337,14541,7085
116,22265,871,29939
115,9927,11064,24972
24173,10814,14115,24173
122,23972,28818,34485
122,11130,13315,17548
23896,10915,14424,23896
115,9753,22348,22816
18676,15923,27320,18676
23693,11086,15075,23693
103,22774,3207,13565
116,3658,34542,15269
102,23396,10999,18784
105,19279,14996,9495
102,19937,4029,8491
116,9705,21584,8665
15698,12969,12369,15698
119,18217,27877,8136
29979,998,21661,29979
17875,13416,20304,17875
17763,13464,20544,17763
122,21748,3913,10509
119,26137,28514,4750
17752,13475,20555,17752
97,26235,29332,4312
116,24141,34334,32762
105,26451,29532,4224
18863,16078,27955,18863
17651,13560,21008,17651
99,3696,16552,14619
116,11743,16358,14168
29983,1002,21665,29983
100,6799,16527,16591
117,24026,2021,22835
122,6159,17642,10976
102,26987,1652,23140
101,18131,13351,27512
116,18018,13366,27503
104,31820,4892,20161
122,18836,12622,31738
111,31843,4835,20186
116,21997,27639,5950
116,12534,16767,31769
122,26507,23066,3151
116,9004,7028,13245
100,28895,7739,17987
122,11517,3913,26440
116,13845,27947,18126
5296,28359,14491,5296
21733,17188,4764,21733
21747,17202,4778,21747
30079,1082,21857,30079
5297,28360,14492,5297
109,16443,17612,25497
122,20405,23472,16221
5298,28361,14493,5298
125,18595,17658,502
5405,28404,14728,5405
22395,6421,33503,22395
33745,1788,2310,33745
119,24640,15900,5101
122,28987,23066,8390
116,23432,7028,10346
114,24641,15901,5096
116,33530,23921,17290
192,28723,8511,192
19106,7838,11659,19106
109,28864,34618,10373
122,30742,3913,7844
116,14723,24808,16101
122,1131,19069,1633
33652,1839,2377,33652
12112,19737,33403,12112
114,22035,21327,32855
101,13931,19811,32568
115,25312,21181,5525
116,27946,675,22131
117,19934,6309,12430
101,2124,20389,18890
104,16549,14457,2061
116,1416,34492,3135
11817,19856,33986,11817
116,24074,1367,24787
116,10258,13648,11573
125,26424,24250,18978
116,27549,28296,8801
33777,1900,2630,33777
1201,30500,28976,1201
1215,30514,28990,1215
1216,30515,28991,1216
21167,1681,33706,21167
116,19407,13854,9556
122,4304,23066,26109
34008,1923,2829,34008
111,20168,27255,29527
8672,30883,7026,8672
102,3176,23495,30410
118,21453,21871,17886
116,9110,34218,8622
34016,1931,2837,34016
8928,31011,7538,8928
5414,28413,14737,5414
100,7404,19403,6118
33936,1947,2949,33936
34757,12556,7943,34757
101,26408,32900,25694
104,3819,31249,31999
119,11673,28913,26059
102,12328,7955,6459
116,24571,23101,15270
117,34669,24157,27959
6258,31301,14756,6258
3014,13310,12025,3014
2999,13325,12040,2999
33952,1963,2965,33952
18387,16638,3807,18387
99,8371,25024,20218
6880,31523,15730,6880
5417,28416,14740,5417
34143,1994,3092,34143
34065,2012,3206,34065
10417,32292,31011,10417
10431,32306,31025,10431
8843,29405,8514,8843
10432,32307,31026,10432
4887,30353,24630,4887
119,17601,17054,10666
5420,28419,14743,5420
34047,2042,3156,34047
31738,2033,11713,31738
31723,2048,11728,31723
99,18494,8573,29502
110,20879,11930,24410
116,7006,18172,20714
111,4713,31163,2738
116,26982,6147,17702
100,19881,13610,6496
109,27215,33751,15763
122,17143,3913,7554
116,4782,31424,2847
125,24336,18788,6950
5421,28420,14744,5421
16373,32776,4250,16373
98,18155,881,4612
102,9558,25897,33170
101,34509,28976,7868
115,34587,28990,7850
116,25409,17590,10443
116,34588,28991,7851
104,25621,33706,32612
104,25220,7879,32707
16442,3327,29886,16442
112,32439,28404,9625
34271,2058,3348,34271
4154,6399,9380,4154
119,17648,16394,21975
99,18468,32510,17987
34193,2076,3462,34193
817,3289,26579,817
26116,17895,29364,26116
120,4930,5691,23725
104,23394,3581,18131
116,29319,27251,31532
28956,8029,7515,28956
122,16218,16546,30225
116,34270,19215,20337
26137,17916,29385,26137
119,6211,4483,26211
8482,7917,31511,8482
98,7028,18847,21070
119,6979,18832,21091
104,21333,30772,32729
24601,17916,5820,24601
117,7896,2961,9629
116,15076,20091,29419
34350,14225,6457,34350
5470,28501,15113,5470
946,3354,26836,946
5472,28503,15115,5472
882,3386,26964,882
34292,19975,27255,34292
98,15025,6577,10439
104,9969,28767,24631
11401,6254,11037,11401
1219,3451,27397,1219
31471,14457,13572,31471
31467,14461,13576,31467
119,7324,17187,25266
99,8144,1071,21278
116,4916,21389,22213
4294,20502,12073,4294
1220,3452,27398,1220
4247,20503,11994,4247
4262,20518,12009,4262
125,27282,28936,30911
116,32940,14308,27290
28394,15742,25865,28394
116,2802,4744,19340
100,27810,24256,30773
98,4032,26430,11128
23078,16674,12160,23078
101,33698,7410,20037
104,651,17481,10467
122,34087,8007,19784
116,24278,31586,16097
119,7711,3452,685
4556,20636,12591,4556
117,8654,33924,29756
110,24234,11930,22198
116,24248,18172,33246
1240,3472,27418,1240
34603,17808,9699,34603
1188,3468,27334,1188
3223,20759,7898,3223
116,14804,10927,21118
30135,18932,26551,30135
102,16598,10185,19713
115,12958,26738,19542
116,8255,32245,8082
100,149,13652,3638
110,25457,5203,33148
116,18933,27442,19795
3237,20773,7912,3237
30077,19022,26929,30077
3238,20774,7913,3238
108,8415,13497,23673
116,32918,11729,17956
111,10434,16687,32446
101,22362,11420,10480
115,424,18079,33206
116,27760,10198,17938
116,19339,31217,31687
101,26088,20345,6772
116,19147,29705,4507
108,26607,8038,16997
26121,19970,8216,26121
116,18230,27208,5711
122,95,27090,14980
116,34326,16767,21150
122,2848,23066,13991
116,10,7028,9144
100,6185,13652,3610
110,34220,5203,20408
116,25200,27442,26535
1156,3484,27526,1156
2199,21015,20186,2199
2213,21029,20200,2213
2214,21030,20201,2214
28047,23135,12231,28047
122,17335,778,22706
125,6734,33603,20191
2220,21036,20207,2220
99,9628,25614,28625
101,13139,8720,26027
111,34184,190,34676
101,28207,4622,29365
115,28125,4636,29379
116,32167,18284,32836
104,32603,2168,9635
116,25977,21969,17816
102,25643,16079,14989
24060,24066,28410,24060
2405,21189,20840,2405
102,13321,1413,11214
116,18809,11363,20959
122,13341,1393,11234
116,10549,29648,33144
122,2912,32373,21057
98,12348,21351,32050
120,12298,21337,32072
104,1966,34708,29659
21872,25678,18425,21872
1123,3499,27461,1123
25298,26735,31903,25298
1222,21270,16169,1222
108,1840,24322,25658
101,13806,2169,20666
104,23941,32247,22610
116,14298,19636,2276
1125,3501,27463,1125
1158,21302,16297,1158
1130,3506,27468,1130
24274,28527,17554,24274
24260,28541,17568,24260
119,23630,5502,3616
99,24450,24215,34457
1254,21382,16489,1254
1135,3511,27473,1135
12996,29821,11411,12996
1606,21462,16937,1606
1139,3515,27477,1139
8914,30831,27781,8914
8900,30845,27795,8900
99,26485,31438,30543
1734,21526,17193,1734
5481,28512,15124,5481
1348,3516,27654,1348
8343,21527,28378,8343
106,29994,29802,9232
122,20854,5462,23079
116,9557,24009,30254
116,6578,34338,24502
116,25922,9510,21985
122,5829,18929,16152
116,31426,24967,11023
8358,21542,28393,8358
1597,32258,30263,1597
27423,33917,31605,27423
119,5159,12688,345
1362,3530,27668,1362
6328,22024,1806,6328
759,4209,19136,759
108,8267,111,4730
116,7172,10194,29378
109,21124,20950,18105
122,8653,17403,14169
97,21810,14769,26243
116,14662,8051,2521
1293,3557,27791,1293
29459,6754,25252,29459
29443,6770,25268,29443
119,23520,308,30028
6534,22198,2460,6534
116,12820,279,26123
122,22753,21649,31865
102,3699,30247,5271
116,28711,11363,11669
122,3687,30227,5243
25235,7842,7063,25235
122,3175,22035,11387
101,20219,19190,3803
116,20170,19175,3826
125,5817,15937,34758
104,34614,23627,1725
25157,7952,7461,25157
119,7667,25428,32320
6616,22264,2638,6616
108,24055,12920,26090
125,9049,15449,1644
111,19487,22379,23208
115,21683,2222,20669
26372,8049,2726,26372
102,22295,13640,22694
115,2913,6703,28048
1252,3564,27718,1252
5286,22310,32489,5286
102,19230,9858,3756
122,19250,9878,3728
109,18904,4861,21195
122,30615,32711,28028
102,30787,33075,27680
101,5086,23748,2136
116,5101,23763,2147
104,17320,32042,12760
116,8690,28428,4259
1267,3579,27733,1267
97,7835,1745,24197
116,36,10411,33164
17158,12386,31487,17158
119,9129,19408,19739
116,4485,18347,11405
97,10027,3358,15653
122,24557,2577,11611
116,7247,25791,15218
122,31341,19473,33896
99,9997,3228,15719
5830,22550,33577,5830
5485,28516,15128,5485
12447,22559,9941,12447
13861,12769,17469,13861
12748,22684,10530,12748
119,15260,21224,8016
31571,16496,16866,31571
114,5008,15664,28621
11639,22951,6541,11639
98,10643,7677,10997
104,9515,10200,6775
4888,19041,8843,4888
1457,3609,27859,1457
530,20199,25745,530
11782,23030,6812,11782
11736,23032,6734,11736
1863,20322,21052,1863
116,27379,30158,7732
122,28104,26225,14744
101,7903,18978,27384
115,31348,13576,8030
116,26569,17187,17278
116,26263,13490,30947
115,33199,29299,26178
116,13051,14697,23240
104,13615,30813,591
1848,20337,21067,1848
113,32655,13966,33217
116,19604,7589,17650
102,9254,14478,16929
122,29257,33560,27101
108,15724,23957,11411
99,32486,9317,13885
10399,23071,18133,10399
9739,20961,19322,9739
10405,23077,18139,10405
98,8070,9025,24865
104,3176,746,15776
9675,21057,19706,9675
5488,28519,15131,5488
120,4922,17094,24497
1387,3635,27981,1387
33594,26722,2425,33594
33580,26736,2439,33580
99,30399,17259,19236
9670,23446,14620,9670
5787,28594,15494,5787
24842,22076,34569,24842
11026,4842,16519,11026
12473,26718,14213,12473
98,29212,29106,9466
104,27987,15328,31718
5790,28597,15497,5790
11186,4890,16583,11186
5792,28599,15499,5792
11108,4908,16697,11108
7294,4453,28478,7294
116,8246,19215,8483
5793,28600,15500,5793
11467,4995,17152,11467
18769,10377,18144,18769
5798,28605,15505,5798
17324,10452,13211,17324
32084,28017,17761,32084
122,13283,19085,21231
116,23910,20632,20195
116,2051,6204,23110
122,15203,1152,17391
125,15300,12972,9835
116,21840,3285,22970
32070,28031,17775,32070
33044,28241,29921,33044
98,18751,24377,5987
116,6136,11363,3764
120,18701,24391,6009
117,34657,21290,29406
104,34756,2640,24877
33024,28261,29941,33024
17570,10570,13713,17570
111,13851,25743,14681
101,31865,12805,5503
115,31975,12819,5525
116,3253,27516,12251
116,31976,12820,5524
122,7565,12582,9630
104,6947,23627,9092
122,10925,13478,10206
125,10679,14253,32467
102,23894,18732,5192
101,766,7324,30864
116,653,7339,30885
104,11495,6309,6390
111,11518,6252,6413
116,28413,27639,24541
122,8864,20890,26694
20021,30944,31379,20021
99,28293,30357,2848
17648,10680,14111,17648
98,3877,6901,26610
120,3827,6915,26632
116,5662,17417,27554
104,5746,33533,23062
116,7150,23612,21378
122,19956,10346,29940
116,23826,7028,3631
21702,31679,5717,21702
11439,5015,17092,11439
14901,31712,17030,14901
11442,5018,17095,11442
16230,10734,25621,16230
98,17701,28224,11728
119,17652,28239,11749
98,24357,19720,20011
116,20617,28120,24784
105,20718,6749,3852
11398,5022,17275,11398
28186,33518,27011,28186
101,29014,8433,1988
104,15001,34158,24289
119,33604,12425,24761
115,7210,22163,31837
117,15192,24399,22003
122,7617,21580,32072
27827,33733,27978,27827
11402,5026,17279,11402
16497,10873,26144,16497
11411,5035,17288,11411
8744,2003,18779,8744
8730,2017,18793,8730
119,17194,8908,29091
99,18014,25024,25103
16977,11017,26848,16977
111,30542,5665,25048
11531,5091,17536,11531
25180,16339,24546,25180
25166,16353,24560,25166
119,2767,29706,32608
99,3587,10993,28620
23256,17815,14041,23256
102,8095,3642,21901
116,19517,11523,2673
98,28080,15845,32965
122,34080,16246,14715
119,28031,15860,32986
20887,12015,8281,20887
104,5753,29642,15595
11539,5099,17544,11539
99,1526,18405,10279
21073,12041,8403,21073
98,26112,14148,11663
122,17206,9847,24817
116,13868,30770,1451
11495,5103,17468,11495
27215,19411,24650,27215
27200,19426,24665,27200
99,17910,17649,24082
11498,5106,17471,11498
30287,20179,28746,30287
30273,20193,28760,30273
116,17338,25834,12886
99,30198,1161,17899
19569,12153,3603,19569
19575,12159,3609,19575
14638,22596,4721,14638
98,32918,13711,9088
120,32868,13725,9110
119,32869,13726,9109
104,17625,6897,19622
5805,28612,15512,5805
11730,5130,17671,11730
105,4293,20012,10645
10033,5573,27935,10033
100,13023,25416,18369
100,18945,4085,18520
116,20453,18847,23746
111,10928,19028,29298
116,14919,10881,6749
97,15610,2779,14167
15533,6037,33474,15533
9437,27049,17882,9437
100,3903,27232,24426
18564,25474,34529,18564
119,890,11639,30318
116,29564,26398,23262
122,5310,13224,21660
102,5306,13052,21816
116,26524,25322,4997
100,12500,12352,11181
116,19114,26661,13877
116,24254,23224,8932
116,24446,23480,9316
102,27866,13674,16362
101,13976,6767,29363
115,14054,6781,29385
116,14055,6782,29384
104,10554,33365,7187
109,16480,12349,22173
122,29350,3913,6976
116,555,25764,32657
109,12644,33073,26639
122,27446,3913,22426
4062,28565,10249,4062
99,7969,30281,5103
116,2116,21379,24683
25533,4363,28986,25533
25548,4378,29001,25548
119,5768,25834,15063
20380,1437,26294,20380
4000,23107,19063,4000
4082,28585,10269,4082
32698,4616,6442,32698
1510,4306,29149,1510
110,22590,33924,31355
100,28524,24256,6173
111,15895,27160,24971
116,21771,27639,13268
102,22982,34492,31587
101,5490,23748,34626
116,5569,23763,34645
104,32249,32042,5035
125,9229,16601,3790
15555,34182,27766,15555
1517,4313,29156,1517
109,30902,21063,552
122,1120,3913,20695
102,15681,28164,19404
122,15701,28144,19432
111,19523,25743,2397
116,26835,27639,16556
101,31494,12805,11369
115,31380,12819,11347
116,7701,27516,10259
116,31381,12820,11346
122,33205,24530,6425
104,12675,23627,23524
116,20816,25791,13615
122,1736,25426,7001
109,28405,3532,26263
122,20738,3913,33366
122,33688,17163,26456
116,10090,13160,14286
122,4214,12580,32289
100,18662,32494,11839
5934,5562,11608,5934
103,17106,20550,1522
13303,19449,19670,13303
32990,4732,7022,32990
10846,6154,31432,10846
116,2309,11363,28902
10860,6168,31446,10860
29944,29145,629,29944
10861,6169,31447,10861
29975,29162,566,29975
25988,30093,16745,25988
33010,4752,7042,33010
32901,4787,7093,32901
122,5869,4425,32575
8077,7049,1290,8077
3398,1782,6694,3398
111,21643,5569,9852
97,3184,16652,20252
102,18233,22623,7022
117,21490,32634,21444
122,1577,14353,32195
30810,27517,33066,30810
98,7167,21351,4157
119,7118,21336,4178
104,23557,34708,29653
4549,28716,10960,4549
106,16441,2019,16817
116,22201,25791,30780
122,12941,32696,20289
122,6158,32123,20165
114,32161,24690,28909
122,25143,9264,3249
116,1283,10235,7744
102,27451,33692,3653
119,18419,22592,28761
116,24898,13648,24012
109,3835,3532,16892
122,18257,3913,14539
6367,6794,4975,6367
102,8341,24784,1197
101,33256,5865,1714
116,33143,5880,1737
104,18718,27103,27896
111,18709,27160,27857
116,15420,27639,7619
111,4659,21204,6111
116,14787,23896,9210
102,8346,21771,6342
122,4985,18736,21825
102,3472,33724,4564
101,25010,32658,29851
116,24897,32673,29842
104,2568,27103,24607
111,2591,27160,24630
116,11057,27639,15520
102,8582,26593,25377
122,4910,11842,10966
115,25312,33312,29521
116,8020,2259,31371
116,32065,12437,24106
116,438,7028,24916
6373,6800,4981,6373
17873,5406,2213,17873
14438,16953,10355,14438
102,13711,2372,19892
122,13699,2392,19880
122,28684,7319,10317
111,17500,27160,18998
116,1483,27639,15056
102,20931,26593,19803
122,6241,11842,10231
97,4832,9824,33644
101,7754,12301,30169
116,7769,12316,30192
99,4834,9826,33646
104,30682,9654,17599
116,14528,23673,13469
102,13451,1886,32784
116,9063,8894,14369
97,23216,30343,16198
101,23266,13351,29161
116,23281,13366,29184
104,26606,4892,8838
111,26629,4835,8799
116,8231,27639,24685
102,26732,5402,9604
102,26840,28921,11016
122,2903,23227,5774
109,14140,30294,30133
122,33089,22013,30454
102,19528,20886,25759
122,20211,5175,6101
116,23267,5428,25213
122,3253,30774,21326
102,3505,31970,21794
122,22495,24644,32993
109,26505,32578,30354
97,18290,16978,24955
122,18484,23165,7072
97,19314,33362,20859
101,30492,3261,4168
116,30507,3276,4191
111,2929,32983,4421
117,30304,14016,24931
116,7095,21393,846
102,30513,14385,25748
101,10424,32749,26905
116,10535,32734,26926
104,8059,27103,33638
111,8050,27160,33615
117,28001,5970,26345
122,20508,20972,8110
109,23789,16168,9713
122,21515,32711,31701
122,21935,17403,26505
122,10513,12522,7973
102,3387,8032,4268
122,3407,8012,4280
20528,161,9849,20528
116,13726,6204,21059
122,16027,2886,12923
102,33867,9858,29951
4521,28736,10900,4521
16885,7168,18817,16885
101,31231,22415,10749
104,14730,20414,413
111,14753,20357,374
115,31405,23069,10963
116,16470,10429,30006
119,21519,12907,11291
16567,7262,19199,16567
101,21490,19782,2674
104,33019,26047,20645
119,23087,2526,1243
16341,7408,19905,16341
101,23013,20751,10957
109,22355,17450,7480
122,15426,9982,27364
119,25359,12881,28712
97,25649,8579,29938
102,22658,9083,31947
102,5414,21156,10300
117,31774,21509,15429
122,23489,12440,20749
110,2343,7194,18214
102,12365,15124,7272
116,8489,8894,22867
12580,8193,549,12580
98,3075,27798,12890
119,3058,27813,12911
117,6903,19188,19590
116,18504,17184,9618
104,13610,18278,23827
523,9221,2066,523
104,23163,10200,2155
122,33724,12522,4535
102,22113,29165,392
122,22133,29185,388
102,29035,26593,29734
122,16528,11842,4048
116,15957,28970,25469
117,32253,23060,6121
111,23961,20357,25208
116,13120,4356,20883
122,8278,15602,33019
109,1093,30294,9565
110,13735,33924,27757
117,13742,33931,27732
116,13719,22816,25319
106,6603,15748,2530
101,21773,8719,23514
116,22684,13854,23011
122,32497,23066,6699
102,12768,19697,16207
117,31638,19208,33265
102,2971,18468,4800
109,11100,828,25443
122,18323,23472,16442
102,10943,34554,23155
101,30209,26130,7949
116,30256,26115,7972
